Owner,Width,Year,Seller Type,Location,Max Torque,Drivetrain,Fuel Type,Kilometer,Length,Fuel Tank Capacity,Height,Color,Seating Capacity,Engine,Price,Transmission,Model,Max Power,Audi,BMW,Chevrolet,Datsun,Ferrari,Fiat,Ford,Honda,Hyundai,Isuzu,Jaguar,Jeep,Kia,Land Rover,Lexus,MG,MINI,Mahindra,Maruti Suzuki,Maserati,Mercedes-Benz,Mitsubishi,Nissan,Porsche,Renault,Rolls-Royce,Skoda,Ssangyong,Tata,Toyota,Volkswagen,Volvo,Make,CNG,CNG + CNG,Diesel,Hybrid,LPG,Petrol,Petrol + CNG,Automatic,Manual,First,Second,Third,UnRegistered Car,2.0,4.0,5.0,6.0,7.0,8.0
First,1645.0,2018,Individual,Bangalore,99 Nm @ 4500 rpm,FWD,Petrol,13772,3610.0,35.0,1560.0,White,5.0,1086 cc,589000,Automatic,Santro Sportz AMT [2018-2020],68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Agra,84 Nm @ 4500 rpm,FWD,CNG,46000,3610.0,60.0,1560.0,Silver,5.0,1086 cc,495000,Manual,Santro Sportz CNG [2018-2020],58 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Delhi,84 Nm @ 4500 rpm,FWD,CNG,28000,3610.0,60.0,1560.0,White,5.0,1086 cc,465000,Manual,Santro Sportz CNG [2018-2020],58 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Hyderabad,99 Nm @ 4500 rpm,FWD,Petrol,30858,3610.0,35.0,1560.0,Silver,5.0,1086 cc,509999,Manual,Santro Magna [2018-2020],68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Kolkata,99 Nm @ 4500 rpm,FWD,Petrol,19000,3610.0,35.0,1560.0,Gold,5.0,1086 cc,465000,Automatic,Santro Sportz AMT [2018-2020],68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Mumbai,84 Nm @ 4500 rpm,FWD,CNG,43000,3610.0,60.0,1560.0,Silver,5.0,1086 cc,545000,Manual,Santro Sportz CNG [2018-2020],58 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Ranchi,99 Nm @ 4500 rpm,FWD,Petrol,34400,3610.0,35.0,1560.0,Silver,5.0,1086 cc,434999,Automatic,Santro Sportz AMT [2018-2020],68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1645.0,2019,Individual,Zirakpur,99 Nm @ 4500 rpm,FWD,Petrol,32000,3610.0,35.0,1560.0,Silver,5.0,1086 cc,409999,Manual,Santro Era,68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2021,Individual,Ahmedabad,99 Nm @ 4500 rpm,FWD,Petrol,19000,3610.0,35.0,1560.0,White,5.0,1086 cc,551000,Manual,Santro Sportz,68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1645.0,2022,Individual,Ludhiana,99 Nm @ 4500 rpm,FWD,Petrol,3395,3610.0,35.0,1560.0,Others,5.0,1086 cc,515000,Manual,Santro Sportz [2018-2020],68 bhp @ 5500 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1647.0,2017,Individual,Gurgaon,114 Nm @ 3500 rpm,FWD,Petrol,46992,3746.0,35.0,1535.0,White,5.0,1199 cc,395000,Manual,Tiago Revotron XE [2016-2019],84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1647.0,2018,Individual,Kanpur,114 Nm @ 3500 rpm,FWD,Petrol,91460,3746.0,35.0,1535.0,Black,5.0,1199 cc,400000,Manual,Tiago Revotron XM (O) [2016-2019],84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1647.0,2018,Individual,Mumbai,114 Nm @ 3500 rpm,FWD,Petrol,20000,3746.0,35.0,1535.0,Red,5.0,1199 cc,555000,Automatic,Tiago Revotron XZA,84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1647.0,2018,Individual,Mumbai,114 Nm @ 3500 rpm,FWD,Petrol,27069,3746.0,35.0,1535.0,White,5.0,1199 cc,409000,Manual,Tiago Revotron XE [2016-2019],84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1647.0,2018,Individual,Patna,114 Nm @ 3500 rpm,FWD,Petrol,35000,3746.0,35.0,1535.0,Blue,5.0,1199 cc,484999,Automatic,Tiago Revotron XTA [2017-2019],84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1647.0,2019,Individual,Mumbai,114 Nm @ 3500 rpm,FWD,Petrol,12000,3746.0,35.0,1535.0,Silver,5.0,1199 cc,585000,Automatic,Tiago Revotron XTA [2017-2019],84 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Tata,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Ahmedabad,114 Nm @ 4000 rpm,FWD,Petrol,74000,3995.0,43.0,1520.0,White,5.0,1197 cc,399000,Manual,Xcent S 1.2,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Delhi,114 Nm @ 4000 rpm,FWD,Petrol,55000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,409999,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Delhi,114 Nm @ 4000 rpm,FWD,Petrol,57000,3765.0,43.0,1520.0,Grey,5.0,1197 cc,390000,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Ernakulam,114 Nm @ 4000 rpm,FWD,Petrol,76000,3765.0,43.0,1520.0,White,5.0,1197 cc,365000,Manual,Grand i10 Sports Edition 1.2L Kappa VTVT,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Lucknow,180 Nm @ 1750 rpm,FWD,Diesel,81000,3995.0,43.0,1520.0,White,5.0,1120 cc,390000,Manual,Xcent S 1.1 CRDi (O),71 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Pune,114 Nm @ 4000 rpm,FWD,Petrol,46000,3765.0,43.0,1520.0,Orange,5.0,1197 cc,390000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2014,Individual,Thane,112 Nm @ 4000 rpm,FWD,Petrol,61866,3765.0,43.0,1520.0,White,5.0,1197 cc,475000,Automatic,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],79 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Delhi,114 Nm @ 4000 rpm,FWD,Petrol,48000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,425000,Manual,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Gurgaon,114 Nm @ 4000 rpm,FWD,Petrol,87500,3765.0,43.0,1520.0,Grey,5.0,1197 cc,375000,Manual,Grand i10 Sportz 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Kolkata,114 Nm @ 4000 rpm,FWD,Petrol,11628,3995.0,43.0,1520.0,Black,5.0,1197 cc,425000,Manual,Xcent S 1.2 (O),81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Mumbai,112 Nm @ 4000 rpm,FWD,Petrol,69700,3765.0,43.0,1520.0,Blue,5.0,1197 cc,455000,Automatic,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],79 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Raipur,114 Nm @ 4000 rpm,FWD,Petrol,55660,3765.0,43.0,1520.0,Grey,5.0,1197 cc,380000,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2015,Individual,Udupi,114 Nm @ 4000 rpm,FWD,Petrol,23103,3995.0,43.0,1520.0,White,5.0,1197 cc,490000,Manual,Xcent S 1.2 (O),81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Hyderabad,190 Nm @ 1750 rpm,FWD,Diesel,82844,3765.0,43.0,1520.0,Grey,5.0,1186 cc,459999,Manual,Grand i10 Sportz U2 1.2 CRDi,74 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Kanpur,114 Nm @ 4000 rpm,FWD,Petrol,61223,3765.0,43.0,1520.0,White,5.0,1197 cc,459999,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Mumbai,112 Nm @ 4000 rpm,FWD,Petrol,29000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,565000,Automatic,Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016],79 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Mumbai,114 Nm @ 4000 rpm,FWD,Petrol,16630,3765.0,43.0,1520.0,Maroon,5.0,1197 cc,475000,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Mumbai,114 Nm @ 4000 rpm,FWD,Petrol,22402,3765.0,43.0,1520.0,Grey,5.0,1197 cc,445000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2016,Individual,Pune,114 Nm @ 4000 rpm,FWD,Petrol,53300,3765.0,43.0,1520.0,Maroon,5.0,1197 cc,450000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2017-2020],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Ahmedabad,180 Nm @ 1750 rpm,FWD,Diesel,55000,3995.0,43.0,1520.0,White,5.0,1120 cc,451000,Manual,Xcent S 1.1 CRDi Special Edition,71 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Aurangabad,114 Nm @ 4000 rpm,FWD,Petrol,61400,3765.0,43.0,1520.0,Grey,5.0,1197 cc,550000,Manual,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Bangalore,114 Nm @ 4000 rpm,FWD,Petrol,29000,3765.0,43.0,1520.0,Grey,5.0,1197 cc,560000,Manual,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Delhi,114 Nm @ 4000 rpm,FWD,Petrol,30000,3765.0,43.0,1520.0,Orange,5.0,1197 cc,495000,Manual,Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Delhi,114 Nm @ 4000 rpm,FWD,Petrol,47000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,495000,Manual,Grand i10 Asta 1.2 Kappa VTVT,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Kolkata,114 Nm @ 4000 rpm,FWD,Petrol,35000,3765.0,43.0,1520.0,Blue,5.0,1197 cc,400000,Manual,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2017,Individual,Pune,114 Nm @ 4000 rpm,FWD,Petrol,49422,3765.0,43.0,1520.0,Silver,5.0,1197 cc,650000,Automatic,Grand i10 Asta AT 1.2 Kappa VTVT (O) [2016-2017],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Ahmedabad,114 Nm @ 4000 rpm,FWD,Petrol,66000,3995.0,43.0,1520.0,White,5.0,1197 cc,490000,Manual,Xcent S 1.2,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Bangalore,114 Nm @ 4000 rpm,FWD,Petrol,57847,3765.0,43.0,1520.0,Grey,5.0,1197 cc,569000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Hyderabad,114 Nm @ 4000 rpm,FWD,Petrol,56000,3765.0,43.0,1520.0,Grey,5.0,1197 cc,550000,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Kolkata,114 Nm @ 4000 rpm,FWD,Petrol,38000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,399000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Mumbai,114 Nm @ 4000 rpm,FWD,Petrol,45000,3765.0,43.0,1520.0,White,5.0,1197 cc,495000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Mumbai,114 Nm @ 4000 rpm,FWD,Petrol,55221,3765.0,43.0,1520.0,White,5.0,1197 cc,484999,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2018,Individual,Vadodara,160 Nm @ 1500 rpm,FWD,Diesel,78900,3995.0,43.0,1520.0,Silver,5.0,1120 cc,525000,Manual,Xcent SX 1.1 CRDi,71 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2019,Individual,Chandigarh,114 Nm @ 4000 rpm,FWD,Petrol,15000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,650000,Automatic,Grand i10 Magna AT 1.2 Kappa VTVT,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
First,1660.0,2019,Individual,Hyderabad,114 Nm @ 4000 rpm,FWD,Petrol,10265,3765.0,43.0,1520.0,Grey,5.0,1197 cc,480000,Manual,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2019,Individual,Hyderabad,114 Nm @ 4000 rpm,FWD,Petrol,25000,3765.0,43.0,1520.0,Silver,5.0,1197 cc,595000,Manual,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2019,Individual,Jaipur,160 Nm @ 1500 rpm,FWD,Diesel,39000,3995.0,43.0,1520.0,White,5.0,1120 cc,551000,Manual,Xcent SX 1.1 CRDi,71 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2019,Individual,Kharar,114 Nm @ 4000 rpm,FWD,Petrol,28000,3765.0,43.0,1520.0,White,5.0,1197 cc,545000,Manual,Grand i10 Magna 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2020,Individual,Bangalore,114 Nm @ 4000 rpm,FWD,Petrol,37003,3765.0,43.0,1520.0,Grey,5.0,1197 cc,650000,Manual,Grand i10 Sportz 1.2 Kappa VTVT [2016-2017],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2020,Individual,Mangalore,114 Nm @ 4000 rpm,FWD,Petrol,52236,3765.0,43.0,1520.0,Silver,5.0,1197 cc,649000,Manual,Grand i10 Sports Edition 1.2L Kappa VTVT,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2020,Individual,Udupi,114 Nm @ 4000 rpm,FWD,Petrol,52236,3765.0,43.0,1520.0,Silver,5.0,1197 cc,649000,Manual,Grand i10 Sports Edition 1.2L Kappa VTVT,81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1660.0,2021,Individual,Bangalore,114 Nm @ 4000 rpm,FWD,Petrol,18105,3765.0,43.0,1520.0,Silver,5.0,1197 cc,765000,Manual,Grand i10 Asta 1.2 Kappa VTVT [2013-2016],81 bhp @ 6000 rpm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Hyundai,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0
First,1665.0,2017,Individual,Kolkata,160 Nm @ 2000 rpm,FWD,Diesel,6000,3805.0,41.0,1525.0,Maroon,5.0,1461 cc,340000,Manual,Pulse RxL ABS Diesel [2015-2017],63 bhp @ 4000 rpm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Renault,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
