Make,Model,Price,Year,Kilometer,Fuel Type,Transmission,Location,Color,Owner,Seller Type,Engine,Max Power,Max Torque,Drivetrain,Length,Width,Height,Seating Capacity,Fuel Tank Capacity,dummy_cat
BMW,3-Series 330i M Sport Edition,0.7964404827074197,0.728749369167916,-0.8027228055001511,Petrol,Automatic,Delhi,White,First,Individual,1998 cc,248 bhp @ 5200 rpm,350 Nm @ 1450 rpm,RWD,0.8059704009815232,0.32833535180462564,-1.188542400179178,-0.3657576199571435,0.3154120961872187,1
Kia,Sonet GTX Plus 1.0 iMT [2020-2021],-0.21574576070715493,1.684882147105393,-0.7993198616419628,Petrol,Manual,Kolkata,Red,First,Individual,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD,-0.656982235184547,0.16840825934940906,0.4311707355536915,-0.3657576199571435,-0.4759774648890387,1
Mercedes-Benz,S-Class 500L,-0.02815116162217265,-1.502227112686197,-0.1561634724443889,Petrol,Automatic,Mumbai,Silver,Third,Individual,5461 cc,368 bhp @ 6300 rpm,505 Nm @ 4400 rpm,RWD,2.1657367226844695,2.6815482836456694,-0.8170485617083364,-0.3657576199571435,2.4917333891469267,1
Skoda,Superb L&K TSI AT,0.6104950669110967,1.366171221126234,-0.787409558138304,Petrol,Automatic,Kolkata,Brown,First,Individual,1798 cc,177 bhp @ 5100 rpm,250 Nm @ 1250 rpm,FWD,1.3287810609280186,0.7319608708582674,-0.787329054630669,-0.3657576199571435,0.9089542669944117,1
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],2.2188610691759667,1.684882147105393,-0.8622743230184449,Petrol,Automatic,Noida,Grey,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,1.791972961406931,0.7014985675334643,-0.705600410167084,-0.3657576199571435,1.8322420882500454,1
Volkswagen,Polo GT TSI,-0.45075437934108875,-0.227383408769561,0.2521897905381977,Petrol,Automatic,Delhi,White,First,Individual,1197 cc,103 bhp @ 5000 rpm,175 Nm @ 1500 rpm,FWD,-0.7120149362315465,-0.6540739304202762,-0.8913473294025047,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Vitara Brezza VDi,-0.40127888068131323,0.410038443188757,-0.29228122677191776,Diesel,Manual,Patna,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Hyundai,Santro Sportz,-0.4812642701812837,1.366171221126234,-0.5815314547179167,Petrol,Manual,Ahmedabad,White,First,Individual,1086 cc,68 bhp @ 5500 rpm,99 Nm @ 4500 rpm,FWD,-1.5397984811468308,-0.9358502361747054,-0.21522854338557296,-0.3657576199571435,-1.13546876578592,1
Mercedes-Benz,E-Class E 220 d Avantgarde,1.7447208736864512,0.728749369167916,-0.7346639283363866,Diesel,Automatic,Chennai,White,First,Individual,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD,1.791972961406931,0.7014985675334643,-0.705600410167084,-0.3657576199571435,1.8322420882500454,1
Land Rover,Range Rover 3.0 V6 Diesel Vogue,8.36206881943143,0.728749369167916,-0.3092959460628589,Diesel,Automatic,Pune,Blue,First,Individual,2993 cc,244 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD,1.6452190919482657,3.4431058667657486,1.827987568204056,-0.3657576199571435,3.4809703404922483,1
MINI,Cooper D 3 Door,0.6521369449497411,0.728749369167916,-0.7959169177837746,Diesel,Automatic,Delhi,Red,First,Individual,1496 cc,114 bhp @ 4000 rpm,270 Nm @ 1750 rpm,FWD,-1.0559693177752936,-0.3113730180162407,-1.2999905517204307,-0.3657576199571435,-0.5419265949787268,1
Ford,Endeavour Titanium Plus 3.2 4x4 AT,0.6315221538415013,0.728749369167916,-0.3263106653538,Diesel,Automatic,Chennai,White,First,Individual,3198 cc,197 bhp @ 3000 rpm,470 Nm @ 1750 rpm,AWD,1.4250882877602677,0.7700387500142715,1.8428473217428898,2.113192759065235,1.8322420882500454,1
Renault,Duster 110 PS RXZ 4X2 AMT Diesel,-0.423955150900377,-0.227383408769561,-0.3092959460628589,Diesel,Automatic,Delhi,Grey,Second,Individual,1461 cc,108 bhp @ 3900 rpm,248 Nm @ 2250 rpm,FWD,0.07678711210877974,0.41210668594783434,0.7878048204856996,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Vitara Brezza VDi AGS,-0.33943491965241596,0.728749369167916,-0.1221340338625067,Diesel,Automatic,Mumbai,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Skoda,Rapid Ambition 1.6 TDI CR MT,-0.4816765660034485,-0.227383408769561,0.5074105799023143,Diesel,Manual,Chandigarh,White,First,Individual,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD,0.23959218603948662,-0.5246091412898628,-0.9136369597107552,-0.3657576199571435,0.18351383600784246,1
Ford,Ecosport Trend 1.5 TDCi,-0.5439332351503328,-1.183516186707038,0.01398372046502217,Diesel,Manual,Mumbai,Orange,Third,Individual,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD,-0.6478101183433804,-0.021981136430610667,0.8843932184881184,-0.3657576199571435,-0.014333554261221883,1
Kia,Seltos HTX 1.5 [2020-2021],-0.18276209493397122,1.047460295147075,-0.19019291102627112,Petrol,Manual,Ahmedabad,Black,First,Individual,1497 cc,113 bhp @ 6300 rpm,144 Nm @ 4500 rpm,FWD,0.07678711210877974,0.24456401766141697,0.41631098201485783,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Eeco 5 STR WITH A/C+HTR [2019-2020],-0.4878610033359204,1.047460295147075,-0.1997041391099072,Petrol,Manual,Bangalore,Silver,First,Individual,1196 cc,73 bhp @ 6000 rpm,101 Nm @ 3000 rpm,RWD,-1.3907515824778738,-2.2304981274788394,1.567941881274467,-0.3657576199571435,-0.8057231153374792,1
Maruti Suzuki,Vitara Brezza VDi,-0.36829521490812955,0.410038443188757,-0.08514403412400073,Diesel,Manual,Thane,White,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Ford,Ecosport Ambiente 1.5L TDCi,-0.46724621222768065,-0.227383408769561,0.16015717389349723,Diesel,Manual,Mumbai,Silver,First,Individual,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD,-0.650103147553672,-0.021981136430610667,0.4311707355536915,-0.3657576199571435,-0.014333554261221883,1
Honda,Jazz V AT Petrol,-0.430139588232849,0.09132751720959799,-0.07704502774151276,Petrol,Automatic,Mumbai,Brown,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.7487034035962129,-0.5626870204458667,-0.33410657169624225,-0.3657576199571435,-0.8057231153374792,1
Maruti Suzuki,S-Cross Alpha 1.3,-0.3806640895730734,0.09132751720959799,-0.015877111890579474,Diesel,Manual,Pune,Brown,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,0.04239167395440504,0.13033038019340512,0.04481714354401621,-0.3657576199571435,-0.27813007461997435,1
Mercedes-Benz,E-Class E 200 Exclusive [2019-2019],1.971483575877089,1.366171221126234,-0.7772007265637394,Petrol,Automatic,Delhi,Black,First,Individual,1991 cc,194 bhp @ 5800 rpm,300 Nm @ 1600 rpm,RWD,1.791972961406931,0.7014985675334643,-0.705600410167084,-0.3657576199571435,1.8322420882500454,1
Hyundai,Elite i20 Sportz 1.4 CRDI,-0.45652652085139594,0.09132751720959799,0.20114563266537436,Diesel,Manual,Kheda,White,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,-0.6799125272874635,-0.25806398719783513,-0.6238717657034988,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Wagon R VXI,-0.5476438975498159,-0.5460943347487199,-0.1681248201059205,Petrol,Manual,Kollam,Red,First,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,-1.5650218024600389,-2.0781866108548237,0.8249542043327837,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,Swift VXi [2014-2017],-0.4404469837869689,0.728749369167916,-0.14408302174782073,Petrol,Manual,Pune,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.9894714706768357,-0.555071444614666,-0.4381248464680779,-0.3657576199571435,-0.673824855158103,1
Renault,Fluence 1.5 E4,-0.5476438975498159,-1.183516186707038,0.15010147479255104,Diesel,Manual,Lucknow,Silver,First,Individual,1461 cc,108 bhp @ 4000 rpm,240 Nm @ 1850 rpm,FWD,0.7715749628271485,0.3435665034670272,-0.7501796707835849,-0.3657576199571435,0.9749033970840998,1
Audi,A4 35 TDI Technology,0.2810707050014245,0.09132751720959799,0.10360024697040898,Diesel,Automatic,Kolkata,Silver,First,Individual,1968 cc,188 bhp @ 4200 rpm,400 Nm @ 1750 rpm,FWD,1.0192221175386462,0.5644182025718502,-1.2034021537180117,-0.3657576199571435,0.11756470591815435,1
Maruti Suzuki,Swift VXi,-0.5497053766606399,-1.820938038665356,0.2692045098291388,Petrol,Manual,Hyderabad,Silver,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,-0.9894714706768357,-0.555071444614666,-0.4381248464680779,-0.3657576199571435,-0.673824855158103,1
Maruti Suzuki,Swift DZire VXI,-0.5229061482199281,0.09132751720959799,0.37129282557478543,Petrol,Manual,Kanpur,White,First,Commercial Registration,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.555071444614666,-0.2523779272326571,-0.3657576199571435,-0.673824855158103,1
Hyundai,Grand i10 Sports Edition 1.2L Kappa VTVT,-0.4408592796091337,1.047460295147075,-0.016030244364197945,Petrol,Manual,Udupi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,-1.1843789535516256,-0.8216165987066936,-0.5124236141622462,-0.3657576199571435,-0.6078757250684149,1
Audi,A3 35 TDI Premium + Sunroof,0.4872186160838226,0.728749369167916,-0.6405725306574823,Diesel,Automatic,Goa,White,First,Individual,1968 cc,141 bhp @ 3500 rpm,320 Nm @ 1750 rpm,FWD,0.40010423075990187,0.2141017143366138,-1.285130798181597,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Swift DZire VDI,-0.5435209393281679,-0.864805260727879,0.18413091337443324,Diesel,Manual,Agra,White,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,-0.656982235184547,-0.555071444614666,-0.2523779272326571,-0.3657576199571435,-0.673824855158103,1
Hyundai,Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT,-0.46147407071737345,1.047460295147075,-0.3092959460628589,Petrol,Automatic,Kolkata,Silver,First,Individual,1197 cc,82 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,-1.0926577851399597,-0.6693050820826778,-0.5124236141622462,-0.3657576199571435,-1.0035705056065436,1
Toyota,Fortuner 2.8 4x2 MT [2016-2020],0.5202022818570063,0.728749369167916,0.6605430535207842,Diesel,Manual,Lucknow,Black,First,Individual,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD,1.17744113304877,0.6634206883774604,1.827987568204056,2.113192759065235,1.8322420882500454,1
Audi,A4 30 TFSI Technology Pack,0.7345961093827004,0.410038443188757,-0.5985461740088577,Petrol,Automatic,Mumbai,White,First,Individual,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD,1.0192221175386462,0.5644182025718502,-1.2034021537180117,-0.3657576199571435,0.11756470591815435,1
Honda,Jazz V Petrol,-0.5435209393281679,-0.227383408769561,-0.054075156698742265,Petrol,Manual,Kolkata,Red,First,Individual,1199 cc,89 bhp @ 6000 rpm,110 Nm @ 4800 rpm,FWD,-0.7487034035962129,-0.5626870204458667,-0.33410657169624225,-0.3657576199571435,-0.8057231153374792,1
Mercedes-Benz,GLC 200 Progressive,2.167324091405367,1.684882147105393,-0.8707816826639154,Petrol,Automatic,Karnal,White,First,Individual,1991 cc,194 bhp @ 5500 rpm,320 Nm @ 1650 rpm,RWD,0.8632961312388143,0.929965842469488,0.408881105245441,-0.3657576199571435,0.9089542669944117,1
Mercedes-Benz,GLE 250 d,1.5179581714958132,-0.227383408769561,-0.6325756125907399,Diesel,Automatic,Karnal,White,First,Individual,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD,1.2324738340957695,2.841475376100886,1.5382223741967997,-0.3657576199571435,2.6895807794159907,1
Mercedes-Benz,GL-Class 350 CDI,0.8170552738156596,-0.5460943347487199,0.862848065890074,Diesel,Automatic,Lucknow,Black,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,1.922675626393555,1.2650511790423227,1.9394357197453087,2.113192759065235,3.1512246900438075,1
Maruti Suzuki,Celerio ZXi [2017-2019],-0.5249676273307521,0.410038443188757,0.303233948411021,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.5627287732497472,-1.2785511485787409,-0.21522854338557296,-0.3657576199571435,-1.13546876578592,1
Mahindra,Thar LX 4-STR Hard Top Diesel MT,-0.100302930501012,1.366171221126234,-0.7006344897545044,Diesel,Manual,Ludhiana,Red,First,Individual,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD,-0.6799125272874635,0.39687553428543276,1.8948564591288077,-1.6052328094683328,0.3154120961872187,1
Toyota,Fortuner 2.8 4x2 AT [2016-2020],0.445989033867343,-0.227383408769561,0.6775577728117254,Diesel,Automatic,Mohali,White,First,Individual,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,RWD,1.17744113304877,0.6634206883774604,1.827987568204056,2.113192759065235,1.8322420882500454,1
Maruti Suzuki,Swift VXi [2014-2017],-0.46106177489520866,1.047460295147075,-0.7346639283363866,Petrol,Manual,Meerut,White,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.9894714706768357,-0.555071444614666,-0.4381248464680779,-0.3657576199571435,-0.673824855158103,1
Kia,Seltos GTX Plus AT 1.5 Diesel [2019-2020],0.048123565478314645,1.047460295147075,-0.32923719707184185,Diesel,Automatic,Mumbai,White,First,Individual,1493 cc,114 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD,0.07678711210877974,0.24456401766141697,0.41631098201485783,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Wagon R LXi 1.0 CNG [2019-2020],-0.4816765660034485,0.728749369167916,-0.08810459528062448,CNG,Manual,Mumbai,Silver,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,-1.4366121666837068,-1.1262396319547252,0.6392072850973628,-0.3657576199571435,0.513259486456283,1
Maruti Suzuki,Vitara Brezza ZDi+ Dual Tone [2017-2018],-0.41364775534625714,0.09132751720959799,0.303233948411021,Diesel,Manual,Delhi,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Mahindra,XUV700 AX 7 Diesel AT 7 STR,0.338792120104496,1.684882147105393,-0.5985461740088577,Diesel,Automatic,Delhi,White,First,Individual,2184 cc,182 bhp @ 3500 rpm,450 Nm @ 1750 rpm,FWD,0.9481382120196052,0.929965842469488,1.2335974266507095,2.113192759065235,0.513259486456283,1
Maruti Suzuki,Wagon R LXi (O) 1.0 CNG [2019-2020],-0.4919839615575684,0.728749369167916,-0.054075156698742265,CNG,Manual,Delhi,Grey,First,Individual,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD,-1.4366121666837068,-1.1262396319547252,0.6392072850973628,-0.3657576199571435,0.513259486456283,1
Hyundai,Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018],-0.5332135437740481,-0.5460943347487199,-0.08810459528062448,Petrol,Manual,Delhi,Silver,First,Individual,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,-1.1843789535516256,-0.8216165987066936,-0.5124236141622462,-0.3657576199571435,-0.6078757250684149,1
Hyundai,Elite i20 Sportz 1.2 IVT,-0.3806640895730734,1.684882147105393,-0.8367522440820332,Petrol,Automatic,Kanpur,White,First,Individual,1197 cc,87 bhp @ 6000 rpm,115 Nm @ 1500 rpm,FWD,-0.656982235184547,0.054174621881397225,-0.6238717657034988,-0.3657576199571435,-1.0035705056065436,1
Honda,City 1.5 V MT,-0.5975316920317563,-2.1396489646445147,0.3372633869929032,Petrol,Manual,Delhi,Silver,Second,Individual,1497 cc,118@6600,146@4600,FWD,0.31755517918940257,-0.555071444614666,-0.8096186849389196,-0.3657576199571435,-0.673824855158103,1
Hyundai,Verna Fluidic 1.6 CRDi,-0.47549212867097657,-0.864805260727879,0.2521897905381977,Diesel,Manual,Lucknow,White,First,Individual,1582 cc,128 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD,0.20290371867482027,-0.5169935654586619,-0.8467680687860037,-0.3657576199571435,-0.6078757250684149,1
BMW,5-Series 520d Luxury Line,0.34291507832614393,-0.5460943347487199,0.2862192291200799,Diesel,Automatic,Coimbatore,Blue,Second,Individual,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD,1.415916170919101,2.483543312034449,-0.9284967132495889,-0.3657576199571435,0.8430051369047236,1
Hyundai,i20 Active 1.2 S,-0.4903347782689092,-0.5460943347487199,0.07615550475412097,Petrol,Manual,Zirakpur,White,First,Individual,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.06005901558661461,-0.2523779272326571,-0.3657576199571435,-0.4759774648890387,1
Maruti Suzuki,Alto VXi (O),-0.5435209393281679,0.728749369167916,-0.5304872968450933,Petrol,Manual,Ludhiana,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.6888453798157879,-2.1162644900108276,-0.8467680687860037,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,XL6 Zeta MT Petrol,-0.30645084158341007,0.728749369167916,-0.1937319726387869,Petrol,Manual,Pune,Blue,First,Individual,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD,0.3748809094466937,0.054174621881397225,0.8249542043327837,0.8737175695540458,-0.4759774648890387,1
BMW,X1 sDrive20d Expedition,0.36352986943438376,0.09132751720959799,-0.20720763031721223,Diesel,Automatic,Hyderabad,Blue,First,Individual,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,FWD,0.36112273418494384,0.4044911101166335,0.17112504862410238,-0.3657576199571435,-0.08028268435091,1
Mercedes-Benz,GL-Class 350 CDI,0.27694774677977657,-1.183516186707038,0.9161211519900107,Diesel,Automatic,Delhi,White,Second,Individual,2987 cc,258 bhp @ 3600 rpm,619 Nm @ 1600 rpm,AWD,1.922675626393555,1.2650511790423227,1.9394357197453087,2.113192759065235,3.1512246900438075,1
Kia,Seltos GTX Plus 1.4 [2020-2021],-0.06938074383865227,0.728749369167916,-0.6155608932997988,Petrol,Manual,Bangalore,White,First,Individual,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD,0.07678711210877974,0.24456401766141697,0.41631098201485783,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Alto VXi AMT,-0.5311520646632241,0.728749369167916,0.08192349459375002,Petrol,Automatic,Hyderabad,White,First,Individual,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD,-1.6888453798157879,-2.1162644900108276,-0.8467680687860037,-0.3657576199571435,-1.13546876578592,1
Maruti Suzuki,Baleno Delta 1.2,-0.46106177489520866,0.410038443188757,-0.3603401039356822,Petrol,Manual,Mohali,Silver,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
Toyota,Corolla Altis VL AT Petrol,-0.02815116162217265,0.410038443188757,-0.4638916855403498,Petrol,Automatic,Pune,Brown,First,Corporate,1798 cc,138 bhp @ 6400 rpm,173 Nm @ 4000 rpm,FWD,0.7761610212477318,0.054174621881397225,-0.8467680687860037,-0.3657576199571435,0.18351383600784246,1
Audi,Q7 Technology 55 TFSI,3.167141460154998,1.684882147105393,-0.8282448844365627,Petrol,Automatic,Delhi,Black,First,Individual,2995 cc,335 bhp @ 5200 rpm,500 Nm @ 1370 rpm,AWD,1.7942659906172227,1.5392119089655512,0.8472438346410341,2.113192759065235,2.161987738698486,1
Maruti Suzuki,Alto VXi,-0.6053653126528874,-0.864805260727879,1.0348668779214887,Petrol,Manual,Aurangabad,White,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,-1.5168681890439144,-2.2304981274788394,-0.9582162203272563,-0.3657576199571435,-1.13546876578592,1
Mahindra,XUV500 W10 AT,-0.29820533743593636,-0.227383408769561,0.8817344043030187,Diesel,Automatic,Mumbai,Grey,Second,Individual,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD,0.6959049988875242,0.929965842469488,1.4564937297332146,2.113192759065235,1.1727507873531642,1
Maruti Suzuki,Vitara Brezza LDi (O) [2016-2018],-0.430139588232849,-0.227383408769561,-0.1391487531534478,Diesel,Manual,Jalandhar,Red,First,Individual,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD,-0.656982235184547,0.16840825934940906,0.3791615981677737,-0.3657576199571435,-0.27813007461997435,1
Maruti Suzuki,Swift DZire VXI,-0.5208446691091041,-0.864805260727879,-0.39125584888732223,Petrol,Manual,Mumbai,Grey,First,Individual,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.555071444614666,-0.2523779272326571,-0.3657576199571435,-0.673824855158103,1
Maruti Suzuki,Wagon R VXI,-0.5661972095472317,-0.227383408769561,0.340496183658182,Petrol,Manual,Nagpur,Grey,Second,Individual,998 cc,67 bhp @ 6200 rpm,90 Nm @ 3500 rpm,FWD,-1.5650218024600389,-2.0781866108548237,0.8249542043327837,-0.3657576199571435,-1.13546876578592,1
BMW,X1 sDrive20i xLine,1.2293510959804559,1.684882147105393,-0.6815780041486503,Petrol,Automatic,Pune,White,First,Individual,1998 cc,189 bhp @ 5000 rpm,280 Nm @ 1350 rpm,FWD,0.379466967867277,0.4044911101166335,0.06710677385226671,-0.3657576199571435,-0.08028268435091,1
Hyundai,Elantra 1.8 SX MT,-0.41983219267872907,-0.864805260727879,0.18413091337443324,Petrol,Manual,Dehradun,White,First,Individual,1797 cc,147 bhp @ 6500 rpm,177 Nm @ 4700 rpm,FWD,0.5697883923214837,0.054174621881397225,-0.883917452633088,-0.3657576199571435,0.24946296609753058,1
Honda,City E Diesel,-0.5027036529338531,-0.864805260727879,1.4772495794859575,Diesel,Manual,Hyderabad,White,First,Individual,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD,0.3634157633952355,-0.555071444614666,-0.6981705333976671,-0.3657576199571435,-0.8057231153374792,1
Maruti Suzuki,Ciaz VXi,-0.46518473311685665,-0.5460943347487199,-0.24123706889909446,Petrol,Manual,Delhi,White,First,Individual,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD,0.4780672239098178,-0.2885262905226383,-0.7724693010918354,-0.3657576199571435,-0.6078757250684149,1
Nissan,Micra XV CVT [2016-2017],-0.5064143153333363,-0.864805260727879,0.06363267135598832,Petrol,Automatic,Coimbatore,Blue,Second,Individual,1198 cc,76 bhp @ 6000 rpm,104 Nm @ 4400 rpm,FWD,-1.0467972009341269,-0.7835387195506895,-0.4381248464680779,-0.3657576199571435,-0.7397739852477911,1
Maruti Suzuki,DZire VDi AMT,-0.42189367178955306,0.410038443188757,0.030998439755963277,Diesel,Automatic,Delhi,Grey,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,-0.656982235184547,-0.2504484113666343,-0.5495729980093305,-0.3657576199571435,-1.0035705056065436,1
Hyundai,Venue SX 1.4 CRDi,-0.2858360504751703,0.728749369167916,-0.19019291102627112,Diesel,Manual,Mumbai,Silver,First,Individual,1396 cc,89 bhp @ 4000 rpm,220 Nm @ 1500 rpm,FWD,-0.656982235184547,0.01609674272539328,0.11911591123818453,-0.3657576199571435,-0.4759774648890387,1
Volkswagen,Tiguan AllSpace 2.0 TSI,0.6830591316121009,1.366171221126234,-0.47944313897227,Petrol,Automatic,Mumbai,Silver,First,Individual,1984 cc,188 bhp @ 4200 rpm,320 Nm @ 1500 rpm,AWD,0.9618963872813552,0.5415714750782478,0.631777408327946,2.113192759065235,0.513259486456283,1
Toyota,Innova 2.4 VX 8 STR [2016-2020],0.21922633167670508,0.728749369167916,-0.42839898109944663,Diesel,Manual,Pune,Maroon,First,Individual,2393 cc,148 bhp @ 3400 rpm,343 Nm @ 1400 rpm,RWD,1.039859380431271,0.47303129259744064,1.5307924974273828,3.3526679485764244,0.18351383600784246,1
Mercedes-Benz,GLA 200 d Sport,0.3841446605426236,0.410038443188757,-0.17317819173533003,Diesel,Automatic,Mumbai,Grey,Second,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD,0.32672729603056916,0.2750263209862201,-0.705600410167084,-0.3657576199571435,-0.1462318144405981,1
Maruti Suzuki,Baleno Delta 1.2,-0.41364775534625714,1.366171221126234,-0.6325756125907399,Petrol,Manual,Delhi,Grey,First,Individual,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
Hyundai,Creta SX 1.6 AT CRDi,-0.21368428159633096,0.728749369167916,-0.43423502981623946,Diesel,Automatic,Kolkata,Grey,Second,Individual,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD,-0.026399202354344342,0.09225250103740118,0.5649085174031945,-0.3657576199571435,0.18351383600784246,1
Hyundai,Eon 1.0 Kappa Magna + [2014-2016],-0.5950579170987674,-1.502227112686197,-0.39436954251756445,Petrol,Manual,Indore,White,First,Individual,998 cc,68 bhp @ 6200 rpm,94 Nm @ 3500 rpm,FWD,-1.757636256124537,-2.04010873169882,-0.5867223818564146,-0.3657576199571435,-1.3333161560549842,1
Honda,City 1.5 V MT,-0.5249676273307521,-1.502227112686197,0.9838227200486653,Petrol,Manual,Ernakulam,Red,First,Individual,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD,0.3634157633952355,-0.555071444614666,-0.7724693010918354,-0.3657576199571435,-0.673824855158103,1
Mercedes-Benz,A-Class A 200d,0.05430800281078659,-0.227383408769561,-0.265057675906412,Diesel,Automatic,Pune,Red,First,Individual,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1400 rpm,FWD,0.0400986447441134,0.09225250103740118,-1.1588228931015108,-1.6052328094683328,-0.1462318144405981,1
Maruti Suzuki,Baleno Alpha 1.3,-0.4342625464544969,0.09132751720959799,-0.08810459528062448,Diesel,Manual,Delhi,Blue,First,Individual,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD,-0.656982235184547,-0.17429265305462646,-0.6610211495505829,-0.3657576199571435,-1.0035705056065436,1
